,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
529,x,y,w,t,a,f,c,b,w,e,c,73,s,s,w,w,p,w,51,o,p,n,s,g,e
530,x,f,y,f,f,f,c,b,p,e,b,414,k,k,n,n,p,w,24,o,l,h,y,d,p
531,k,y,e,f,s,f,c,n,b,t,?,3,s,s,p,p,p,w,25,o,e,w,v,d,p
532,f,y,n,t,a,f,c,b,w,e,r,3,s,y,w,w,p,w,23,o,p,n,y,p,e
533,b,y,w,t,a,f,c,b,g,e,c,123,s,s,w,w,p,w,23,o,p,n,s,g,e
534,x,s,w,t,l,f,w,n,p,t,b,223,s,s,w,w,p,w,49,o,p,n,v,d,e
535,f,y,n,t,n,f,c,b,w,t,b,73,s,s,w,p,p,w,29,o,p,k,v,d,e
536,x,s,w,f,n,f,w,b,p,t,e,35,s,f,w,w,p,w,34,o,e,n,s,g,e
537,k,s,n,f,s,f,c,n,b,t,?,222,s,k,p,w,p,w,42,o,e,w,v,l,p
538,f,f,y,f,f,f,c,b,p,e,b,93,k,k,b,b,p,w,26,o,l,h,v,g,p
539,f,f,g,t,n,f,c,b,u,t,b,6,s,s,p,p,p,w,51,o,p,n,y,d,e
540,x,f,g,t,n,f,c,b,p,t,b,25,s,s,g,w,p,w,45,o,p,n,v,d,e
541,x,y,n,t,l,f,c,b,n,e,r,7,s,y,w,w,p,w,41,o,p,n,s,p,e
542,x,y,e,f,m,f,c,b,y,e,c,348,k,y,c,c,p,w,38,n,n,w,c,d,p
543,x,y,g,t,n,f,c,b,u,t,b,150,s,s,p,g,p,w,49,o,p,k,y,d,e
544,f,f,g,f,f,f,c,b,h,e,b,170,k,k,b,n,p,w,37,o,l,h,y,g,p
545,x,s,n,f,y,f,c,n,b,t,?,698,k,k,p,p,p,w,23,o,e,w,v,d,p
546,f,f,g,t,n,f,c,b,w,t,b,8,s,s,g,g,p,w,36,o,p,k,y,d,e
547,x,f,g,f,f,f,c,b,g,e,b,4,k,k,b,n,p,w,23,o,l,h,y,d,p
548,f,f,n,f,n,f,c,n,k,e,e,12,s,s,w,w,p,w,38,o,p,k,v,u,e
549,x,s,n,f,f,f,c,n,b,t,?,22,s,k,p,w,p,w,39,o,e,w,v,l,p
550,f,y,g,t,n,f,c,b,w,t,b,175,s,s,w,w,p,w,23,o,p,n,y,d,e
551,f,f,g,f,f,f,c,b,g,e,b,42,k,k,n,n,p,w,23,o,l,h,v,d,p
552,x,y,n,t,p,f,c,n,n,e,e,333,s,s,w,w,p,w,22,o,p,k,v,u,p
553,x,f,e,t,n,f,c,b,n,t,b,98,s,s,g,p,p,w,29,o,p,k,v,d,e
554,f,f,e,t,n,f,c,b,u,t,b,6,s,s,g,w,p,w,23,o,p,k,v,d,e
555,x,f,w,f,n,f,w,b,p,t,e,29,f,s,w,w,p,w,23,o,e,n,a,g,e
556,x,f,g,f,n,f,w,b,g,e,?,42,k,k,w,w,p,w,58,t,p,w,s,g,e
557,f,f,w,f,n,f,w,b,p,t,e,1,f,s,w,w,p,w,27,o,e,k,s,g,e
558,x,y,g,t,n,f,c,b,u,t,b,16,s,s,g,w,p,w,32,o,p,n,y,d,e
559,f,f,g,f,f,f,c,b,g,e,b,205,k,k,b,p,p,w,60,o,l,h,v,p,p
560,x,s,g,f,c,f,c,n,u,e,b,5,s,s,w,w,p,w,36,o,p,k,s,d,p
561,k,y,n,f,s,f,c,n,b,t,?,170,k,k,w,w,p,w,29,o,e,w,v,l,p
562,x,y,n,t,l,f,c,b,n,e,r,99,s,y,w,w,p,w,25,o,p,k,y,p,e
563,x,f,e,t,n,f,c,b,p,t,b,179,s,s,w,p,p,w,23,o,p,n,v,d,e
564,x,y,w,t,l,f,c,b,n,e,c,78,s,s,w,w,p,w,35,o,p,k,s,g,e
565,x,y,n,t,p,f,c,n,n,e,e,82,s,s,w,w,p,w,23,o,p,n,s,u,p
566,f,y,y,f,f,f,c,b,g,e,b,181,k,k,n,n,p,w,26,o,l,h,v,g,p
567,x,s,w,t,l,f,c,b,n,e,c,139,s,s,w,w,p,w,38,o,p,k,n,m,e
568,f,y,n,t,p,f,c,n,w,e,e,239,s,s,w,w,p,w,27,o,p,n,v,g,p
569,x,y,n,t,n,f,c,b,w,t,b,171,s,s,w,p,p,w,38,o,p,n,y,d,e
570,x,y,y,f,f,f,c,b,g,e,b,71,k,k,b,b,p,w,28,o,l,h,v,p,p
571,x,f,n,f,n,f,w,b,n,t,e,165,f,f,w,w,p,w,23,o,e,n,a,g,e
572,f,y,e,f,s,f,c,n,b,t,?,52,k,k,w,w,p,w,42,o,e,w,v,d,p
573,k,y,n,f,f,f,c,n,b,t,?,321,k,k,w,p,p,w,25,o,e,w,v,d,p
574,k,y,c,f,n,f,w,n,w,e,b,74,f,f,w,n,p,w,23,o,e,w,v,l,e
575,x,f,n,f,n,f,w,b,n,t,e,47,f,s,w,w,p,w,23,o,e,n,s,g,e
576,f,y,g,f,f,f,c,b,p,e,b,68,k,k,b,n,p,w,28,o,l,h,y,g,p
577,f,f,e,t,n,f,c,b,u,t,b,364,s,s,p,g,p,w,37,o,p,n,y,d,e
578,x,y,y,f,f,f,c,b,g,e,b,6,k,k,b,n,p,w,59,o,l,h,v,p,p
579,f,s,e,f,f,f,c,n,b,t,?,443,k,k,p,p,p,w,23,o,e,w,v,d,p
580,f,s,c,t,n,f,c,b,w,e,b,11,s,s,w,w,p,w,44,t,p,w,y,p,e
581,f,f,y,f,f,f,c,b,h,e,b,18,k,k,b,p,p,w,23,o,l,h,v,d,p
582,x,y,g,f,f,f,c,b,g,e,b,302,k,k,p,n,p,w,24,o,l,h,v,g,p
583,f,s,e,f,y,f,c,n,b,t,?,311,k,k,p,w,p,w,32,o,e,w,v,l,p
584,x,y,e,t,n,f,c,b,w,t,b,136,s,s,w,g,p,w,30,o,p,k,v,d,e
585,x,f,e,t,n,f,c,b,p,t,b,113,s,s,p,p,p,w,36,o,p,k,y,d,e
586,f,f,g,f,f,f,c,b,p,e,b,2,k,k,p,b,p,w,28,o,l,h,y,g,p
587,x,s,p,f,c,f,c,n,u,e,b,254,s,s,w,w,p,w,23,o,p,k,s,d,p
588,f,y,e,t,n,f,c,b,p,t,b,195,s,s,w,p,p,w,23,o,p,n,y,d,e
589,x,f,n,t,n,f,c,b,u,t,b,157,s,s,p,g,p,w,24,o,p,k,y,d,e
590,x,f,g,t,n,f,c,b,w,t,b,79,s,s,g,p,p,w,24,o,p,n,y,d,e
591,f,f,g,t,n,f,c,b,p,t,b,23,s,s,w,p,p,w,22,o,p,k,y,d,e
592,x,y,e,f,s,f,c,n,b,t,?,268,s,k,p,p,p,w,39,o,e,w,v,l,p
593,b,y,w,t,n,f,c,b,r,e,b,7,s,s,w,w,p,w,27,t,p,r,v,m,p
594,x,s,b,t,f,f,c,b,p,t,b,21,s,f,w,w,p,w,24,o,p,h,v,u,p
595,f,s,n,f,s,f,c,n,b,t,?,205,s,k,w,p,p,w,50,o,e,w,v,l,p
596,f,y,e,f,f,f,c,n,b,t,?,37,k,k,w,w,p,w,35,o,e,w,v,d,p
597,x,f,w,f,n,f,w,b,p,t,e,2,s,s,w,w,p,w,32,o,e,n,s,g,e
598,f,s,e,f,f,f,c,n,b,t,?,107,s,k,p,p,p,w,23,o,e,w,v,p,p
599,f,f,n,f,n,f,w,b,n,t,e,53,f,s,w,w,p,w,25,o,e,k,s,g,e
600,f,y,n,t,n,f,c,b,u,t,b,454,s,s,w,w,p,w,23,o,p,k,y,d,e
601,f,y,g,t,n,f,c,b,w,t,b,125,s,s,p,p,p,w,23,o,p,n,y,d,e
602,x,f,e,t,n,f,c,b,n,t,b,14,s,s,g,w,p,w,50,o,p,k,y,d,e
603,f,s,n,f,f,f,c,n,b,t,?,361,s,s,p,p,p,w,45,o,e,w,v,l,p
604,f,y,e,t,n,f,c,b,w,t,b,58,s,s,w,p,p,w,27,o,p,n,v,d,e
605,x,f,w,f,n,f,w,b,n,t,e,15,s,s,w,w,p,w,26,o,e,k,s,g,e
606,x,s,g,f,c,f,c,n,n,e,b,165,s,s,w,w,p,w,23,o,p,n,v,d,p
607,x,f,y,f,f,f,c,b,h,e,b,11,k,k,n,p,p,w,24,o,l,h,y,g,p
608,x,y,y,t,a,f,c,b,n,e,r,90,s,y,w,w,p,w,27,o,p,k,s,g,e
609,f,y,n,f,f,f,c,n,b,t,?,363,k,k,p,w,p,w,39,o,e,w,v,d,p
610,f,y,n,f,s,f,c,n,b,t,?,10,s,s,w,p,p,w,23,o,e,w,v,p,p
611,f,f,y,f,f,f,c,b,p,e,b,365,k,k,n,b,p,w,54,o,l,h,v,p,p
612,x,s,w,t,l,f,c,b,g,e,c,83,s,s,w,w,p,w,23,o,p,n,n,m,e
613,x,y,n,t,n,f,c,b,u,t,b,269,s,s,g,w,p,w,35,o,p,k,v,d,e
614,x,f,w,f,n,f,w,b,p,t,e,226,s,f,w,w,p,w,23,o,e,k,a,g,e
615,f,y,g,f,f,f,c,b,p,e,b,151,k,k,b,b,p,w,35,o,l,h,v,g,p
616,x,s,g,f,n,f,w,b,p,t,e,331,s,s,w,w,p,w,23,o,e,k,a,g,e
617,x,f,n,f,n,f,w,n,w,e,b,1,s,s,w,n,p,w,23,o,e,w,v,l,e
618,f,f,g,f,n,f,w,b,k,t,e,28,f,f,w,w,p,w,59,o,e,k,s,g,e
619,x,y,g,t,n,f,c,b,p,t,b,3,s,s,w,g,p,w,26,o,p,n,y,d,e
620,x,y,e,t,n,f,c,b,p,t,b,17,s,s,p,w,p,w,31,o,p,k,y,d,e
621,f,s,e,f,f,f,c,n,b,t,?,146,s,k,w,w,p,w,39,o,e,w,v,p,p
622,f,y,n,t,p,f,c,n,n,e,e,364,s,s,w,w,p,w,32,o,p,n,v,g,p
623,f,f,n,f,n,f,w,b,n,t,e,14,s,f,w,w,p,w,23,o,e,n,a,g,e
624,x,s,w,f,n,f,w,b,h,t,e,124,f,f,w,w,p,w,26,o,e,k,a,g,e
625,f,s,n,f,s,f,c,n,b,t,?,41,k,s,p,w,p,w,32,o,e,w,v,d,p
626,f,y,e,f,m,a,c,b,y,e,c,135,k,y,c,c,p,w,40,n,n,w,c,d,p
627,x,s,w,t,f,f,c,b,w,t,b,2,s,f,w,w,p,w,26,o,p,h,v,g,p
628,x,s,w,f,n,f,w,b,p,e,?,282,s,s,w,w,p,w,24,t,p,w,n,g,e
629,f,f,n,f,n,f,w,n,w,e,b,206,f,s,w,n,p,w,28,o,e,w,v,l,e
630,k,y,n,f,s,f,c,n,b,t,?,593,s,k,p,w,p,w,23,o,e,w,v,p,p
631,f,s,n,f,y,f,c,n,b,t,?,223,k,k,w,p,p,w,23,o,e,w,v,l,p
632,x,y,e,f,y,f,c,n,b,t,?,21,k,k,w,p,p,w,24,o,e,w,v,p,p
633,f,y,e,t,n,f,c,b,u,t,b,261,s,s,g,p,p,w,46,o,p,n,v,d,e
634,x,f,w,f,c,f,c,n,u,e,b,118,s,s,w,w,p,w,23,o,p,n,s,d,p
635,x,s,g,f,n,f,w,b,p,t,e,13,f,s,w,w,p,w,39,o,e,k,s,g,e
636,f,s,g,f,n,f,w,b,p,t,e,13,f,f,w,w,p,w,24,o,e,k,s,g,e
637,x,f,n,t,n,f,c,b,u,t,b,459,s,s,p,g,p,w,23,o,p,n,y,d,e
638,k,s,n,f,f,f,c,n,b,t,?,239,k,k,p,p,p,w,26,o,e,w,v,d,p
639,f,f,g,t,n,f,c,b,u,t,b,140,s,s,p,g,p,w,25,o,p,k,y,d,e
640,f,f,n,f,n,f,w,b,k,t,e,32,f,s,w,w,p,w,24,o,e,k,s,g,e
641,k,s,n,f,s,f,c,n,b,t,?,118,k,k,p,p,p,w,39,o,e,w,v,d,p
642,x,s,n,f,n,f,w,b,h,t,e,75,s,f,w,w,p,w,33,o,e,k,s,g,e
643,x,f,g,f,f,f,c,b,g,e,b,349,k,k,n,n,p,w,24,o,l,h,v,d,p
644,x,y,y,t,l,f,c,b,n,e,r,32,s,y,w,w,p,w,68,o,p,k,y,g,e
645,f,s,w,t,p,f,c,n,p,e,e,3,s,s,w,w,p,w,35,o,p,n,v,g,p
646,x,y,n,f,y,f,c,n,b,t,?,190,s,s,w,p,p,w,39,o,e,w,v,l,p
647,x,y,e,f,y,f,c,n,b,t,?,503,s,s,w,p,p,w,23,o,e,w,v,d,p
648,k,s,n,f,s,f,c,n,b,t,?,47,k,k,p,p,p,w,30,o,e,w,v,p,p
649,x,s,n,f,f,f,c,n,b,t,?,82,k,s,p,p,p,w,57,o,e,w,v,d,p
650,f,f,y,f,f,f,c,b,p,e,b,11,k,k,b,p,p,w,54,o,l,h,y,p,p
651,x,s,e,f,s,f,c,n,b,t,?,259,s,s,p,p,p,w,33,o,e,w,v,p,p
652,k,y,e,f,f,f,c,n,b,t,?,134,k,s,p,p,p,w,28,o,e,w,v,p,p
653,f,f,g,t,n,f,c,b,w,t,b,215,s,s,g,w,p,w,23,o,p,k,y,d,e
654,x,f,g,f,f,f,c,b,p,e,b,292,k,k,b,n,p,w,32,o,l,h,v,d,p
655,x,s,g,f,n,f,w,b,w,e,?,11,k,k,w,w,p,w,28,t,p,w,n,g,e
656,x,f,g,t,n,f,c,b,n,t,b,17,s,s,w,w,p,w,26,o,p,k,y,d,e
657,x,f,y,f,f,f,c,b,h,e,b,148,k,k,n,p,p,w,37,o,l,h,v,p,p
658,x,s,g,f,c,f,w,n,g,e,b,105,s,s,w,w,p,w,31,o,p,k,s,d,p
659,f,s,e,f,f,f,c,n,b,t,?,25,s,s,w,p,p,w,29,o,e,w,v,d,p
660,f,s,w,t,f,f,c,b,w,t,b,231,s,f,w,w,p,w,23,o,p,h,v,u,p
661,x,f,g,f,f,f,c,b,g,e,b,149,k,k,n,b,p,w,24,o,l,h,y,g,p
662,x,s,n,f,n,f,w,b,p,t,e,54,f,s,w,w,p,w,23,o,e,k,a,g,e
663,x,f,y,f,f,f,c,b,g,e,b,159,k,k,n,p,p,w,25,o,l,h,v,d,p
664,k,y,n,f,s,f,c,n,b,t,?,11,s,k,w,w,p,w,28,o,e,w,v,p,p
665,x,y,g,t,n,f,c,b,p,t,b,271,s,s,w,p,p,w,25,o,p,k,v,d,e
666,f,y,w,f,n,f,c,n,u,e,?,73,s,f,w,w,p,w,24,o,f,h,v,d,e
667,f,f,g,f,n,f,w,b,h,t,e,309,f,f,w,w,p,w,26,o,e,n,s,g,e
668,f,s,w,f,n,f,w,b,h,t,e,13,s,f,w,w,p,w,23,o,e,k,s,g,e
669,k,y,n,f,n,f,c,b,w,e,b,7,y,y,n,n,p,w,34,t,p,w,y,d,e
670,k,y,n,f,f,f,c,n,b,t,?,75,s,s,w,p,p,w,29,o,e,w,v,d,p
671,b,y,w,t,l,f,c,b,k,e,c,20,s,s,w,w,p,w,38,o,p,k,n,g,e
672,b,y,w,t,l,f,c,b,g,e,c,1,s,s,w,w,p,w,28,o,p,n,s,m,e
673,x,y,e,f,f,f,c,n,b,t,?,72,s,k,p,w,p,w,48,o,e,w,v,l,p
674,x,s,n,f,s,f,c,n,b,t,?,118,s,s,p,p,p,w,23,o,e,w,v,p,p
675,x,s,w,t,f,f,c,b,h,t,b,20,s,f,w,w,p,w,29,o,p,h,v,u,p
676,f,s,w,f,n,f,w,b,h,t,e,268,f,f,w,w,p,w,50,o,e,n,a,g,e
677,f,s,e,f,s,f,c,n,b,t,?,231,s,k,p,p,p,w,24,o,e,w,v,p,p
678,f,f,y,t,l,f,w,n,n,t,b,1,s,s,w,w,p,w,23,o,p,u,v,d,e
679,x,f,p,f,c,f,c,n,p,e,b,56,s,s,w,w,p,w,34,o,p,k,v,d,p
680,k,s,n,f,f,f,c,n,b,t,?,34,k,s,p,p,p,w,45,o,e,w,v,l,p
681,f,f,g,f,f,f,c,b,p,e,b,346,k,k,n,p,p,w,41,o,l,h,v,d,p
682,f,f,n,t,n,f,c,b,n,t,b,556,s,s,g,p,p,w,24,o,p,k,y,d,e
683,f,f,e,t,n,f,c,b,w,t,b,174,s,s,p,g,p,w,23,o,p,n,y,d,e
684,f,s,n,f,f,f,c,n,b,t,?,3,k,s,w,w,p,w,27,o,e,w,v,p,p
685,x,s,n,f,n,f,w,b,k,t,e,2,f,f,w,w,p,w,30,o,e,k,a,g,e
686,x,f,e,t,n,f,c,b,n,t,b,227,s,s,g,w,p,w,40,o,p,n,v,d,e
687,f,y,g,t,n,f,c,b,p,t,b,366,s,s,w,p,p,w,38,o,p,n,y,d,e
688,f,s,n,f,n,a,c,b,o,e,?,617,s,s,o,o,p,o,29,o,p,b,c,l,e
689,f,f,g,t,n,f,c,b,n,t,b,160,s,s,p,w,p,w,45,o,p,n,y,d,e
690,f,s,n,f,n,a,c,b,o,e,?,246,s,s,o,o,p,n,47,o,p,b,v,l,e
691,f,f,y,f,f,f,c,b,p,e,b,451,k,k,n,n,p,w,41,o,l,h,y,p,p
692,f,y,e,t,n,f,c,b,w,e,?,410,s,s,w,w,p,w,29,t,e,w,c,w,e
693,f,y,e,f,s,f,c,n,b,t,?,73,s,s,w,p,p,w,33,o,e,w,v,d,p
694,x,f,g,t,n,f,c,b,p,t,b,96,s,s,w,w,p,w,48,o,p,k,y,d,e
695,f,s,n,f,f,f,c,n,b,t,?,328,k,k,w,p,p,w,28,o,e,w,v,l,p
696,x,y,n,f,f,f,c,n,b,t,?,244,k,s,p,p,p,w,23,o,e,w,v,p,p
697,x,f,y,f,f,f,c,b,p,e,b,3,k,k,n,n,p,w,39,o,l,h,y,p,p
698,x,f,w,f,n,f,w,b,k,t,e,153,f,s,w,w,p,w,23,o,e,n,s,g,e
699,x,s,n,f,y,f,c,n,b,t,?,404,k,k,w,p,p,w,23,o,e,w,v,l,p
700,x,y,e,f,s,f,c,n,b,t,?,258,s,k,p,p,p,w,32,o,e,w,v,p,p
701,k,y,n,f,s,f,c,n,b,t,?,15,k,s,w,w,p,w,23,o,e,w,v,l,p
702,f,f,g,f,f,f,c,b,p,e,b,105,k,k,b,b,p,w,42,o,l,h,y,p,p
703,k,y,e,f,f,f,c,n,b,t,?,23,s,s,w,w,p,w,89,o,e,w,v,p,p
704,f,f,n,t,n,f,c,b,w,t,b,204,s,s,g,w,p,w,41,o,p,n,v,d,e
705,f,s,b,t,f,f,c,b,w,t,b,24,s,f,w,w,p,w,23,o,p,h,s,u,p
706,x,y,e,f,f,f,c,n,b,t,?,343,s,s,p,w,p,w,39,o,e,w,v,d,p
707,f,f,y,f,f,f,c,b,h,e,b,179,k,k,p,n,p,w,23,o,l,h,v,p,p
708,f,y,w,t,p,f,c,n,n,e,e,57,s,s,w,w,p,w,37,o,p,n,v,g,p
709,f,y,e,f,y,f,c,n,b,t,?,173,s,k,p,w,p,w,23,o,e,w,v,d,p
710,f,f,n,f,n,f,w,b,p,t,e,450,f,f,w,w,p,w,23,o,e,k,a,g,e
711,f,f,e,t,n,f,c,b,u,t,b,25,s,s,g,g,p,w,23,o,p,n,y,d,e
712,k,y,b,t,n,f,c,b,w,e,?,194,s,s,e,w,p,w,56,t,e,w,c,w,e
713,f,y,n,t,n,f,c,b,n,t,b,222,s,s,w,w,p,w,26,o,p,k,y,d,e
714,x,y,e,f,s,f,c,n,b,t,?,387,s,s,p,w,p,w,59,o,e,w,v,d,p
715,b,y,y,t,l,f,c,b,n,e,c,117,s,s,w,w,p,w,23,o,p,k,n,g,e
716,x,f,g,f,f,f,c,b,h,e,b,155,k,k,p,p,p,w,35,o,l,h,v,p,p
717,f,f,n,t,n,f,c,b,n,t,b,46,s,s,p,w,p,w,22,o,p,k,v,d,e
718,b,s,y,t,a,f,c,b,k,e,c,36,s,s,w,w,p,w,25,o,p,k,s,g,e
719,f,f,g,t,n,f,c,b,p,t,b,31,s,s,g,p,p,w,45,o,p,k,v,d,e
720,f,f,w,f,n,f,w,b,p,t,e,64,s,f,w,w,p,w,26,o,e,n,s,g,e
721,f,y,y,f,f,f,c,b,p,e,b,177,k,k,p,n,p,w,23,o,l,h,v,p,p
722,k,f,n,f,n,f,w,n,w,e,b,26,s,f,w,n,p,w,28,o,e,w,v,l,e
723,f,f,g,t,n,f,c,b,w,t,b,23,s,s,w,p,p,w,23,o,p,n,y,d,e
724,f,s,e,f,f,f,c,n,b,t,?,21,k,s,w,w,p,w,62,o,e,w,v,d,p
725,f,f,n,f,n,f,w,b,h,t,e,225,f,f,w,w,p,w,23,o,e,k,s,g,e
726,f,s,n,f,s,f,c,n,b,t,?,211,k,k,w,w,p,w,27,o,e,w,v,d,p
727,f,y,g,t,n,f,c,b,w,t,b,94,s,s,w,g,p,w,23,o,p,k,y,d,e
728,f,f,n,f,n,f,w,b,n,t,e,15,f,f,w,w,p,w,31,o,e,n,s,g,e
729,x,y,e,f,y,f,c,n,b,t,?,448,s,k,w,p,p,w,29,o,e,w,v,d,p
730,f,y,e,f,y,f,c,n,b,t,?,744,s,s,w,p,p,w,25,o,e,w,v,p,p
731,x,f,n,t,n,f,c,b,n,t,b,27,s,s,w,w,p,w,23,o,p,n,v,d,e
732,x,y,w,t,p,f,c,n,k,e,e,78,s,s,w,w,p,w,27,o,p,n,s,g,p
733,k,y,e,f,f,f,c,n,b,t,?,458,k,k,p,w,p,w,65,o,e,w,v,l,p
734,f,y,y,f,f,f,c,b,h,e,b,127,k,k,b,p,p,w,62,o,l,h,v,d,p
735,x,y,y,t,l,f,c,b,w,e,c,33,s,s,w,w,p,w,27,o,p,n,n,g,e
736,f,s,e,f,s,f,c,n,b,t,?,84,s,s,w,p,p,w,44,o,e,w,v,l,p
737,f,y,e,f,m,f,c,b,y,e,c,262,k,y,c,c,p,w,23,n,n,w,c,d,p
738,x,f,n,t,n,f,c,b,w,t,b,55,s,s,p,w,p,w,23,o,p,n,y,d,e
739,x,y,e,f,y,f,c,n,b,t,?,369,s,s,p,w,p,w,24,o,e,w,v,p,p
740,f,f,g,f,f,f,c,b,g,e,b,1,k,k,b,p,p,w,33,o,l,h,v,g,p
741,x,f,y,f,f,f,c,b,g,e,b,106,k,k,p,b,p,w,23,o,l,h,y,p,p
742,x,y,e,f,y,f,c,n,b,t,?,107,s,s,w,p,p,w,26,o,e,w,v,l,p
743,f,y,g,t,n,f,c,b,w,t,b,182,s,s,p,g,p,w,30,o,p,n,v,d,e
744,x,f,g,t,n,f,c,b,p,t,b,6,s,s,g,p,p,w,23,o,p,k,y,d,e
745,x,y,n,t,n,f,c,b,p,t,b,440,s,s,w,g,p,w,33,o,p,k,y,d,e
746,x,y,e,f,f,f,c,n,b,t,?,360,k,s,p,w,p,w,41,o,e,w,v,p,p
747,x,f,w,f,n,f,w,b,h,t,e,398,s,f,w,w,p,w,27,o,e,n,s,g,e
748,x,y,e,f,y,f,c,n,b,t,?,52,k,s,p,w,p,w,64,o,e,w,v,l,p
749,x,f,e,t,n,f,c,b,n,t,b,226,s,s,w,g,p,w,26,o,p,n,y,d,e
750,f,f,n,f,n,f,c,n,p,e,e,428,s,s,w,w,p,w,24,o,p,k,y,u,e
751,f,y,y,f,f,f,c,b,h,e,b,32,k,k,b,p,p,w,38,o,l,h,y,g,p
752,x,y,y,t,l,f,c,b,n,e,c,61,s,s,w,w,p,w,27,o,p,k,s,g,e
753,x,y,g,t,n,f,c,b,u,t,b,364,s,s,g,w,p,w,23,o,p,n,v,d,e
754,f,y,e,f,f,f,c,n,b,t,?,23,s,s,p,w,p,w,32,o,e,w,v,d,p
755,x,f,g,f,f,f,c,b,g,e,b,217,k,k,p,n,p,w,50,o,l,h,y,g,p
756,b,y,y,t,a,f,c,b,k,e,c,61,s,s,w,w,p,w,23,o,p,k,n,m,e
757,f,f,g,t,n,f,c,b,n,t,b,77,s,s,w,g,p,w,25,o,p,n,y,d,e
758,f,y,e,f,s,f,c,n,b,t,?,116,s,k,p,p,p,w,23,o,e,w,v,d,p
759,x,f,w,t,l,f,w,n,p,t,b,98,s,s,w,w,p,w,24,o,p,n,v,d,e
760,f,y,r,f,n,f,c,n,p,e,?,116,s,f,w,w,p,w,48,o,f,h,v,d,e
761,k,s,n,f,s,f,c,n,b,t,?,189,s,k,w,p,p,w,23,o,e,w,v,p,p
762,x,y,c,f,m,f,c,b,w,e,c,45,k,y,c,c,p,w,38,n,n,w,c,d,p
763,x,y,n,t,n,f,c,b,w,t,b,3,s,s,w,w,p,w,32,o,p,n,v,d,e
764,x,f,e,t,n,f,c,b,u,t,b,525,s,s,p,g,p,w,23,o,p,k,y,d,e
765,f,s,w,t,p,f,c,n,w,e,e,79,s,s,w,w,p,w,43,o,p,n,v,g,p
766,f,y,e,f,y,f,c,n,b,t,?,560,k,s,p,w,p,w,23,o,e,w,v,d,p
767,f,s,b,t,f,f,c,b,p,t,b,127,f,s,w,w,p,w,40,o,p,h,s,g,p
768,f,s,g,f,n,f,w,b,k,t,e,72,s,f,w,w,p,w,34,o,e,n,s,g,e
769,f,y,g,f,f,f,c,b,p,e,b,124,k,k,b,p,p,w,23,o,l,h,v,g,p
770,x,y,g,t,n,f,c,b,p,t,b,8,s,s,p,w,p,w,23,o,p,n,y,d,e
771,x,s,e,f,f,f,c,n,b,t,?,281,s,s,w,p,p,w,24,o,e,w,v,p,p
772,x,s,p,f,c,f,w,n,u,e,b,143,s,s,w,w,p,w,31,o,p,n,s,d,p
773,b,s,y,t,l,f,c,b,w,e,c,2,s,s,w,w,p,w,68,o,p,k,s,g,e
774,x,s,w,t,l,f,c,b,w,e,c,71,s,s,w,w,p,w,22,o,p,k,n,m,e
775,f,y,e,t,n,f,c,b,p,t,b,175,s,s,p,w,p,w,23,o,p,n,y,d,e
776,x,s,g,f,c,f,c,n,p,e,b,62,s,s,w,w,p,w,38,o,p,k,v,d,p
777,b,s,w,f,n,f,w,b,w,e,?,37,s,s,w,w,p,w,29,t,p,w,n,g,e
778,b,s,y,t,a,f,c,b,w,e,c,2,s,s,w,w,p,w,41,o,p,k,n,m,e
779,x,y,n,t,l,f,c,b,p,e,r,28,s,y,w,w,p,w,24,o,p,n,s,p,e
780,f,y,n,t,n,f,c,b,u,t,b,226,s,s,w,p,p,w,25,o,p,k,y,d,e
781,f,s,g,f,n,f,w,b,k,t,e,3,f,f,w,w,p,w,23,o,e,n,a,g,e
782,x,f,e,t,n,f,c,b,w,t,b,480,s,s,p,g,p,w,33,o,p,n,y,d,e
783,x,y,n,t,l,f,c,b,n,e,r,58,s,y,w,w,p,w,48,o,p,k,s,g,e
784,x,s,w,t,f,f,c,b,p,t,b,59,f,f,w,w,p,w,40,o,p,h,s,g,p
785,x,s,e,f,y,f,c,n,b,t,?,171,k,s,w,w,p,w,37,o,e,w,v,d,p
786,x,s,e,f,y,f,c,n,b,t,?,368,s,s,w,w,p,w,24,o,e,w,v,l,p
787,k,s,n,f,s,f,c,n,b,t,?,12,k,k,w,p,p,w,24,o,e,w,v,l,p
788,f,s,g,t,f,f,c,b,h,t,b,563,s,s,w,w,p,w,25,o,p,h,v,u,p
789,b,y,n,f,n,f,c,n,w,e,?,163,k,y,w,n,p,w,31,o,e,w,v,d,p
790,f,y,g,t,n,f,c,b,w,t,b,149,s,s,p,w,p,w,43,o,p,n,y,d,e
791,x,y,n,f,f,f,c,n,b,t,?,197,s,s,w,p,p,w,23,o,e,w,v,d,p
792,x,f,y,f,f,f,c,b,p,e,b,355,k,k,p,n,p,w,32,o,l,h,v,p,p
793,k,s,e,t,n,f,c,b,e,e,?,5,s,s,e,e,p,w,27,t,e,w,c,w,e
794,b,s,g,f,n,f,w,b,w,e,?,13,k,k,w,w,p,w,41,t,p,w,n,g,e
